sombre, speedier
hiv-infected, visual
basically, collective
grumpy, ma
profound, state-of-the-art
aggravated, cost-effective
trusted, wonderful 
apparent , first-rate
friendly, happiest
hope, implausible
certain, self-employed
nauseous, updated 
non-compliant, stress-related
blended, unexceptable
handicapped, inconspicuous
curious, labour-intensive
ail, info
sharp , wished
belle, hot 
nothing, own
phat, received
few, wise
antagonistic, condescending
actual, multi-faceted
awesome , disabled
adopted, smooth 
lovely, premier
known, restricted
answerable, geographically
authoritative, ironic
hollow, inspiring
astute, flavorful
gracious, underlying
holistic, non-existent
indian , jolly
affected, flavorful
business-friendly, contradictory
corrupt, major
dysfunctional, glad 
alarming, outrageous 
negligible, reimbursable
nearest, subject
moving, successful 
committed, stir-crazy
exhausted, turned
conclusive, daft
few , incorrect 
perverse, topic
jeopardized, organic
someday, tired
armored, lighter
bright , weakest
clearer, irreconcilable
taller, tiny 
last, ravishing
corresponding, warmest
identify, multicultural
puzzling, vain
conscientious, organised
distant, finest
contentious, defeated
morbid, non-binding
especially, informative
dead, end-to-end
notably, volatile
basic, efficient 
delicate, disgusting 
strong , uncomfortable
bright , effectively
crazy, homosexual
even, radiant
reai, self-governing
better-looking, insufferable
specialised, universal
changing, stringent
afraid, relaxed 
jittery, very
go, government-owned
developing, well-formed
booming, pretentious
current , fancy
abolished, concluded
insufficient, lasting
alternative, cherry
brand-new, upright
common, separate 
anti-constitutional, spatially
focused, strangers
braver, preferential
net, underdeveloped
phat, stunning
immutable, stay
manifestly, thin
delay, monumental
greater, mla
timely, two-thirds
extra, western
debatable, distinct
different, proficient
brilliant , co-operative
growin, mentioned
offensive, vegas
lucid, multicultural
sparse, willing
phenomenal, urgent
numerous, supportive
disputable, removed
advanced, asking
suicidal, through
heinous, prevalent
presumptuous, yesterday
modified, upright
lazy , prejudicial
prior , unwarranted
another, dramatic
final, flattered
okay, soon
darkest, ok
elegant, sincerely
elderly, surer
cordial, past
generally, inter-related
high-quality, persuaded
guaranteed, overwhelmed 
involved, reiterate
customary, honest
booming, potential 
e.g., unjust
asshole, started
born, panicked
merely, unremarkable
harmful, related
deadly, mistreated
lost, substandard
apart, straightaway
dainty, mad 
identify, introduced
exhaustive, flame-retardant
political, ruined
formally, over-the-air
infuriating, laddie
fertile, truly
bitter , novel
middle, overwrought
dry, unwholesome
carefully, toxic
sober, successful 
broader-based, silent
pricey , rock-hard
better-quality, pleasant 
messy, prevailing
beautifui, regardless
corresponding, leading
agile, shipshape
unconventional, youth
loose , unsolved
fussy, rapidly
housebroken, mistaken
helpful, overall
extraneous, professionally
associated, benign
blatant, same 
definite, wished
-so, tied
ignorant, late 
damp, peculiar
squeamish, technically
bare, insured
even, promising
physical, stated
intact, next
gracious, prevalent
breadth, salutary
contemporary , jeopardized
inadvisable, truthful
leaner, soft 
cinematography, sonny
astounding, inter-dependent
forlorn, merciless
celebrities, numerous 
mama, planned
big , harder
ggood, heavy
passionate, recurrent
sound , unnecessary
nutty, touchy
defunct, publicly
rapidly, rogue
next , solemn
reckless, soothing
constructed, populous
broader-based, painless
aggressive , supported
immovable, turned
notorious, soothing
complements, unremarkable
homosexual, stunning 
coast, unfathomable
multiple , nearly
insane , messy
deep , trained 
controversial, memorable
far, renowned
fat, scientific
consolidated, performed
safe , work
attentive , well-targeted
hiv, mediocre 
amazing, provisional
annoying, irregular
manifestly, mission-critical
main, try
mid-sized, stricter
meritorious, old-timer
deep, dirtier
beastly, foxy
co-funding, principally
going, well-timed
afterwards, similarly
charmed, information
foolish, incidental
disingenuous, industrial
darn, upbeat
instructive, unheard-of
necessarily, pro-active
better-looking, rubbish
adequate, cheesy
confusing, respectful
disquieting, tan
mediocre, patronizing
explained, seminal
facilitated, reported
awareness-raising, well-educated
psychological, south
issued, premature
multiple, vis-
lifelong, refreshing 
ill-equipped, potential 
equipped, sporadic
unbecoming, vice-chairmen
germane, long-term
best, enough
continued, hurtful
mightier, understanding
diligent, loose
corresponding, insurmountable
bizarre, conventional
axiomatic, sizeable
eligible, willing
groovy, phat
2nd, forward-looking
debated, undeveloped
fairly, overlooked
fools, instrumental
controversial, distasteful
alike, worded
gandalf, indiscreet
repulsive, widespread
wealthy, well-planned
enhancing, level
knowing, old-timer
aligned, legitimate
successful, unbearable
!, hey
establishment, frightened
smallest, unaffected
asleep, find
standing, unfortunate 
mortal, rash
government-owned, unjustifiable
frustrating, saved
orderly, retrievable
lighter, suspicious
misused, novel
overridden, surprising 
refined, wrong
nervous , race
labour-intensive, soaring
less-favoured, open
drier, slick
generic, starved
generous , immutable
finest, skilful
informed, stylish 
moody, prescriptive
ancient, well-planned
attainable, dedicated
insulting, prestigious
aforesaid, fifty
amusing, unacceptable
integral, successful
paradoxical, timid
distressing, sparse
good-iooking, rooted
careless, loose 
elegant , initial
awestruck, widespread
lazy , outside
horrible , simpler
antiquated, improved
favourable, worthless
green , heavy 
fun , shipshape
adorable, enjoyable 
cruellest, moron
alike, stocky
incorrect , splitting
irregular, standard
lighter, massive
fourteen, threaded
follows, state-owned
north, voluntary
corny, magnificent
rigorous, tiny 
ggood, kidding
casual, tedious
incompetent, skilled
simplified, weirder
disoriented, proud
blind, rarest
rigorous, variable
only, saying
high , shut
small-scale, wasted
stylish , youthful
generalised, noted
senseless, short-lived
anxious, better-iooking
close , impolite
needed, precise
marvelous, responsible
germane, nice-looking
babe, busy 
bureaucratic, vacant
exempt, wetter
functionally, insecure
gay, southwestern
corrigendum, especiaily
disgusting , indian
profane, vice-chair
fully, properly
natural, required
cinematography, ju
insupportable, understandable
sorry , stand-alone
expensive, needy
horrendous, telling
demand-driven, various
growin, say
monitored, ready 
government-owned, uncanny
felt, promising
arranged, technological
enlarged, ineffectual
stark, two-
doomed, plenty
asshole, environmental
bulletproof, remote
enraged, scrumptious
distributed, frigid
corrigendum, understandable
negligible, thriving
free, shit
generated, individual
proud, superficial
easy , surreal
case, rigght
daily, sensational
appealing, luke
confrontational, grown-up
successful , wealthiest
globalization, juicy
necessary , ordinary 
criminal, vice-chairman
damaged, immeasurable
-surprised, healthier
delineated, perilous
attention, grateful
competitive , thirteen
dumb, lit 
environmental, mieux
enjoyable , mightier
favorite, jurisdictional
flexible, ideally
physical, warmer
increased, infrequent
compensable, docile
black-hearted, increased
distinct , wholesome
salient, stupid
monthly, unappy
affordable, established
irregular, severe
prior , sizable
exceptionally, injured
abhorrent, real 
armored, state-of-the-art
incidental, traded
conducive, creative
inter-related, pushy
leveraged, unfeasible
formed, solid 
factored, soothing
mad , timed
flat, frequent 
continual, delightful
culturally, overwhelmed 
changed, eerie
awake, loose 
loaded, special
deader, respected
acclaimed, faultless
freak, severely
applicable, wished
inalienable, monthly
enhancing, puny
majeure, snarky
fascinating, organised
created, ultra-hazardous
fabulous, inescapable
horrendous , responsable
minuscule, much 
firm, obliged
psychological, unable
monthly, note
imperative, understood
created, tense
domestic, generous
everywhere, hurtin
formerly, realist
processing, suspicious
malicious, today
loving, notably
one-sidedly, overburdened
aware, steep
competent, unhappy
sweeter, thereto
idle, well-written
1st, inescapable
likely, unpublished
eleven, scanty
courteous , professional 
built-in, house-trained
delayed, two
cross-border, optimum
adorable, okay
mideast, over-optimistic
ecologically, hotter
asshole, luminous
amazing , unequivocal
purty, rarely
thanan, tricky
asked, detailed
moderately, suited
pray, unforeseeable
adversarial, outside
broad-based, insolent
added, delicious 
cute , preliminary
dear, thin 
fourteen, insufficient
knowledgeable , ok 
awareness-raising, humble
overwhelmed, rotten
conceivable, pointless
generic , inconclusive
additional, statutory
darkest, entrenched
beautifui, individual
self-contained, unused
remarried, under-funded
famous, green
minuscule, two
south-east, these
freedom, pleasing
polite , worrying
criminal, sturdy
fabulous , whilst
co-chair, growin
flat, free
hardest, marvelous
fools, inadvisable
drunk , observed
by-election, hereto
repelling, sounder
obligatory, obstinate
intimidating, speedy
bad-looking, sing
problematical, sustained
identifiable, inadvisable
guilty, implacable
great , terrific
refundable, unscathed
blatant, wanted
clara, spotless
hardworking, original
equal, shiny
careful, co-dependent
fresh , phenomenal
cheaper, heavy 
deceptive, representative
accused, aggrieved
hurting, significantly
elle, serene
growin, injurious
constantly, direct
astounded, worthwhile
poorest, punchy
discussion, fuckin
for, safest
inaudible, invariable
as, documented
incorrect, taken
prevailing, undamaged
generous, significant
five, gutsy
absent-minded, sensational
thirsty, vocational
informal, inherent
assertive, drunk 
generalized, hollow
comprende, yellow
polite, rapid
distracted, undetectable
partial, single
goal-oriented, gravest
standard, thanan
bankrupt, refundable
disappointed, started
completely, tell
astounded, north
attainable, growin
east , prescribed
sacrosanct, wide 
supplied, vulgar
black-hearted, underprivileged
stark, transnational
disputable, homesick
average, independent 
polite , spoilt
loose , overdue
interested, transnational
slippery, steady
screwed, senseless
boring , even
apolitical, humble 
cross-border, treaty
ill-equipped, restless
beautiful , like 
proportionate, sonny
mistaken, screwy
snarky, thin-skinned
ever-increasing, excited 
tiresome, weighted
gutsy, hard 
designed, omnibus
elle, overridden
eastern, flammable
foul, unheard-of
foremost, slight 
evil, sweetheart
minimal, seamless
jump, pre-established
larger, profound
creative , described
formerly, slight
iegitimate, telling
lenient, petrified
inflexible, magic
answerable, convinced
-me, evil
formerly, truthful
well-lit, wing
rubbish, sincere
twelve, untouched
picky , unhappy
impressed, practicable
intentional, labour-intensive
accuracy, satisfactory
fitting, smooth 
clear-cut, colder
aggravating, unquestionable
contemporary , inescapable
available, heinous
callous, nauseous
e.g., feisty
anxious, circumneutral
uneconomic, utilized
following , promising
immediate , political
recurrent, than
coordinated, do-able
darkest, laborious
homesick, subtle 
dreamy, messy
compatible, sixth
impartial, responsible
absent, handed
afresh, self-serving
elaborated, ideal
gullible, long-standing
confident, protracted
sooner, tough
small-time, sound 
planning, precious
restrictive, tangible
faint, true 
ancient, executed
awareness-raising, imported
immeasurable, malignant
psychogenic, realizing
contemptible, well-filled
dissimilar, secret
essential, futile
rank, received
